-18.69405174255371,138.5986785888672,0.0,0.0,0.0,0.0,1.0
-18.69405174255371,138.5986785888672,0.0,0.0,0.0,-0.15245841582679273,0.9883098863431372
-18.16203774255371,138.4305385888672,0.0,0.0,0.0,-0.15306666115389717,0.98821586571113
-17.629963782553713,138.26165898886717,0.0,0.0,0.0,-0.1531710530418397,0.9881996906041076
-17.097953428153712,138.0926758448672,0.0,0.0,0.0,-0.15318566864380914,0.9881974250736283
-16.56595197853771,137.9236782047072,0.0,0.0,0.0,-0.15306959748510476,0.9882154108926596
-16.033951775591472,137.75481853508478,0.0,0.0,0.0,-0.15256377680655578,0.9882936274238134
-15.501951747178998,137.58655818133767,0.0,0.0,0.0,-0.1531006837645045,0.9882105952836375
-14.969951743201252,137.41766173181304,0.0,0.0,0.0,-0.19249597626695228,0.9812977627208945
-14.462837868651446,137.2107437284727,0.0,0.0,0.0,-0.40128360261090296,0.9159538581585946
-14.08719384311511,136.80342127693407,0.0,0.0,0.0,-0.4275973578684958,0.9039693023238574
-13.729955596440655,136.3680422026477,0.0,0.0,0.0,-0.4311833181352647,0.9022643438382474
-13.375294158806868,135.92873520117666,0.0,0.0,0.0,-0.43168336672087837,0.9020252052445805
-13.020993474438772,135.48887828989976,0.0,0.0,0.0,-0.4317533344399788,0.901991717367715
-12.666743295527873,135.04894439125005,0.0,0.0,0.0,-0.43000338262183213,0.9028272763567693
-12.271136061373902,134.561532214775,0.0,0.0,0.0,-0.42548795929482225,0.9049640857487814
-11.660705048592346,133.8246145100685,0.0,0.0,0.0,-0.4297874040951196,0.9029301120691337
-11.0395,133.06,0.0,0.0,0.0,-0.4447573353728418,0.8956511109980546
-10.4713,132.311,0.0,0.0,0.0,-0.4705502050573875,0.8823732229167262
-9.98821,131.591,0.0,0.0,0.0,-0.5093201509128766,0.8605771225602529
-9.61001,130.902,0.0,0.0,0.0,-0.5585656389557119,0.82946032272677
-9.33935,130.235,0.0,0.0,0.0,-0.6118283696752099,0.7909905473901535
-9.16771,129.574,0.0,0.0,0.0,-0.6611596298355471,0.7502452558168711
-9.0833,128.908,0.0,0.0,0.0,-0.7014672545076177,0.7127016843347188
-9.07267,128.239,0.0,0.0,0.0,-0.7314768066340707,0.6818663222043031
-9.11878,127.583,0.0,0.0,0.0,-0.753459613396672,0.6574941908337575
-9.20433,126.957,0.0,0.0,0.0,-0.7685398160148335,0.6398019624851787
-9.31421,126.361,0.0,0.0,0.0,-0.7776831719694312,0.6286564117509373
-9.4381,125.783,0.0,0.0,0.0,-0.783206386309449,0.621761816489316
-9.57085,125.213,0.0,0.0,0.0,-0.7871891520884354,0.6167116334513968
